,bfe_nummer,adresse,offentlig_ejendomsværdi,offentlige_grundværdi,seneste_handelspris,enhedsareal_beboelse,pris_pr_m2,seneste_handelsdato,seneste_handlet_andel,handelsmetode,anvendelse,opførelsesår,tinglyst_areal_ejerlejligheder,longitude,latitude,primær_ejers_adresse,vejnavn,husnr,etage,antal_værelser,year,month,day
184,126403,"Kongovej8,1.th,2300KøbenhavnS",1400000.0,257500.0,3495000,81.0,43148.0,2022-03-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,75.0,12.62365289,55.6476389,"Kongovej8,1th,2300KøbenhavnS",Kongovej,8,2.0,3,2022,3,1
185,102741,"Hollænderdybet30,5.mf,2300KøbenhavnS",2650000.0,235200.0,5750000,120.0,47916.0,2022-03-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,111.0,12.59529186,55.66408801,"Hollænderdybet30,5mf,2300KøbenhavnS",Hollænderdybet,30,6.0,4,2022,3,1
186,109724,"IslandsBrygge36A,6.3,2300KøbenhavnS",2750000.0,320600.0,5295000,80.0,66187.0,2022-03-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2012.0,73.0,12.56741573,55.65893424,"IslandsBrygge38B,5tv,2300KøbenhavnS",IslandsBrygge,36,7.0,2,2022,3,1
187,135991,"SundbyParkvej1,2.tv,2300KøbenhavnS",2450000.0,431600.0,6575000,112.0,58705.0,2022-03-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,99.0,12.62959629,55.66232513,"SundbyParkvej1,2tv,2300KøbenhavnS",SundbyParkvej,1,3.0,3,2022,3,1
188,129215,"Saltholmsvej9,2.th,2300KøbenhavnS",920000.0,90700.0,2000000,48.0,41666.0,2022-03-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1904.0,41.0,12.60925091,55.65931269,"Blegdamsvej26,4th,2200KøbenhavnN",Saltholmsvej,9,3.0,2,2022,3,1
189,134104,"Nordlandsgade6,3.tv,2300KøbenhavnS",1000000.0,65500.0,2925000,54.0,54166.0,2022-03-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1911.0,46.0,12.60215844,55.66461568,"NærumHovedgade104,2850Nærum",Nordlandsgade,6,4.0,2,2022,3,1
190,104083,"VedSønderport18,5.tv,2300KøbenhavnS",1200000.0,95900.0,3150000,62.0,50806.0,2022-03-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,55.0,12.60178809,55.66658419,"Gammeltoftsgade12A,5tv,1355KøbenhavnK",VedSønderport,18,6.0,2,2022,3,1
191,138814,"Hyacintgården1,3.th,2300KøbenhavnS",1000000.0,150900.0,2300000,66.0,34848.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1968.0,63.0,12.61264516,55.64824972,"Hyacintgården1,3th,2300KøbenhavnS",Hyacintgården,1,4.0,2,2022,2,15
192,132319,"Amsterdamvej3,1.th,2300KøbenhavnS",960000.0,133600.0,2450000,58.0,42241.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1929.0,51.0,12.61400515,55.64873026,"Amsterdamvej3,1th,2300KøbenhavnS",Amsterdamvej,3,2.0,2,2022,2,15
193,102739,"Hollænderdybet30,4.th,2300KøbenhavnS",2100000.0,182800.0,5150000,96.0,53645.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,87.0,12.59529186,55.66408801,"Hollænderdybet30,4th,2300KøbenhavnS",Hollænderdybet,30,5.0,4,2022,2,15
194,101376,"AmagerBoulevard132,3.th,2300KøbenhavnS",1750000.0,142500.0,4900000,104.0,47115.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1918.0,95.0,12.59903249,55.66534412,"AmagerBoulevard132,3th,2300KøbenhavnS",AmagerBoulevard,132,4.0,4,2022,2,15
195,132863,"Messinavej1,3.tv,2300KøbenhavnS",1850000.0,167000.0,4200000,110.0,38181.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,102.0,12.62079604,55.66116257,"Korsørgade8,6tv,2100KøbenhavnØ",Messinavej,1,4.0,4,2022,2,15
196,131429,"Lynettevej7,2.tv,2300KøbenhavnS",960000.0,112600.0,2495000,58.0,43017.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,50.0,12.6124873,55.65967856,"Lynettevej7,2tv,2300KøbenhavnS",Lynettevej,7,3.0,2,2022,2,15
197,136658,"Florensvej12,2.tv,2300KøbenhavnS",950000.0,137200.0,2470000,52.0,47500.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,49.0,12.62104518,55.65795371,"H.C.AndersensBoul42,3th,1553KøbenhavnV",Florensvej,12,3.0,2,2022,2,15
198,133581,"Engvej176,1.th,2300KøbenhavnS",1000000.0,266900.0,2750000,59.0,46610.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1963.0,54.0,12.63459183,55.64614882,"Engvej176,1th,2300KøbenhavnS",Engvej,176,2.0,2,2022,2,15
199,123874,"Højdevej7,st.tv,2300KøbenhavnS",950000.0,129400.0,2100000,56.0,37500.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1904.0,49.0,12.61168029,55.65454977,"Højdevej7,sttv,2300KøbenhavnS",Højdevej,7,1.0,2,2022,2,15
200,109371,"C.F.MøllersAllé68,2.th,2300KøbenhavnS",2000000.0,416400.0,4300000,103.0,41747.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,90.0,12.57776102,55.63457005,"C.F.MøllersAllé68,2th,2300KøbenhavnS",C.F.MøllersAllé,68,3.0,4,2022,2,15
201,143775,"Brigadevej8,3.th,2300KøbenhavnS",710000.0,80000.0,2200000,41.0,53658.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1898.0,37.0,12.60097752,55.66279453,"Brigadevej8,3th,2300KøbenhavnS",Brigadevej,8,4.0,2,2022,2,15
202,139631,"RichardMortensensVej65,5.p1,2300KøbenhavnS",2100000.0,488400.0,4375000,106.0,41273.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,94.0,12.57131576,55.61812802,"None,2300KøbenhavnS",RichardMortensensVej,65,6.0,3,2022,2,15
203,136091,"Elbagade77,4.tv,2300KøbenhavnS",940000.0,85700.0,2440000,53.0,46037.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,47.0,12.61793509,55.65460243,"Elbagade77,4tv,2300KøbenhavnS",Elbagade,77,5.0,2,2022,2,15
204,111006,"Amagerfælledvej12A,5.th,2300KøbenhavnS",3600000.0,485200.0,8200000,163.0,50306.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2018.0,150.0,12.59467951,55.66625538,"Weidekampsgade61,stth,2300KøbenhavnS",Amagerfælledvej,12,6.0,6,2022,2,15
205,133680,"Lemnosvej17,2.mf,2300KøbenhavnS",700000.0,83000.0,1800000,40.0,45000.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,37.0,12.62217543,55.65323486,"Lemnosvej17,2mf,2300KøbenhavnS",Lemnosvej,17,3.0,1,2022,2,15
208,109324,"ØrestadsBoulevard63A,5.th,2300KøbenhavnS",1600000.0,301300.0,3625000,76.0,47697.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,68.0,12.58153275,55.63285599,"ØrestadsBoulevard63A,5th,2300KøbenhavnS",ØrestadsBoulevard,63,6.0,3,2022,2,15
209,105470,"Norgesgade10,2.5,2300KøbenhavnS",910000.0,82400.0,2200000,53.0,41509.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1963.0,44.0,12.59853292,55.66391855,"Glentevej17,3390Hundested",Norgesgade,10,3.0,1,2022,2,15
210,136413,"Amagerbrogade297,1.th,2300KøbenhavnS",960000.0,85300.0,2100000,58.0,36206.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,52.0,12.61703995,55.64123134,"Amagerbrogade297,1th,2300KøbenhavnS",Amagerbrogade,297,2.0,2,2022,2,15
211,125497,"Amagerbrogade263B,1.th,2300KøbenhavnS",1600000.0,230800.0,3675000,94.0,39095.0,2022-02-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1938.0,89.0,12.6155371,55.64431219,,Amagerbrogade,263,2.0,4,2022,2,15
212,123829,"Lyneborggade3,4.tv,2300KøbenhavnS",1050000.0,207700.0,2925000,54.0,54166.0,2022-02-07,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1903.0,48.0,12.60964016,55.66539623,"Schacksgade6,stth,1365KøbenhavnK",Lyneborggade,3,5.0,2,2022,2,7
213,105043,"Amagerfælledvej11,5.tv,2300KøbenhavnS",1700000.0,140000.0,4995000,93.0,53709.0,2022-02-07,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1915.0,86.0,12.59552586,55.66730087,"Amagerfælledvej11,5tv,2300KøbenhavnS",Amagerfælledvej,11,6.0,4,2022,2,7
214,104155,"Hollænderdybet16,5.tv,2300KøbenhavnS",1000000.0,91300.0,3000000,59.0,50847.0,2022-02-03,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1917.0,52.0,12.59747969,55.66456298,"Hollænderdybet16,5tv,2300KøbenhavnS",Hollænderdybet,16,6.0,2,2022,2,3
217,132789,"Amagerbrogade125,2.tv,2300KøbenhavnS",1600000.0,103600.0,3810000,87.0,43793.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1904.0,77.0,12.60882,55.65744759,"Amagerbrogade125,2tv,2300KøbenhavnS",Amagerbrogade,125,3.0,4,2022,2,1
218,103139,"VedLinden6,4.tv,2300KøbenhavnS",1950000.0,177400.0,5425000,110.0,49318.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1913.0,101.0,12.59664421,55.66699363,"VedLinden6,4tv,2300KøbenhavnS",VedLinden,6,5.0,4,2022,2,1
219,136479,"Kastrupvej60,4.th,2300KøbenhavnS",1000000.0,97000.0,2540000,59.0,43050.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,55.0,12.6177575,55.65490791,"Kastrupvej60,4th,2300KøbenhavnS",Kastrupvej,60,5.0,2,2022,2,1
220,130386,"Florensvej4,2.tv,2300KøbenhavnS",950000.0,137200.0,2275000,52.0,43750.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,49.0,12.62184571,55.65803302,"Næsbyvej15,4,-1,2610Rødovre",Florensvej,4,3.0,2,2022,2,1
221,118350,"EdvardThomsensVej11,3.tv,2300KøbenhavnS",2300000.0,534300.0,4425000,115.0,38478.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,110.0,12.57338719,55.63282044,"EdvardThomsensVej11,3tv,2300KøbenhavnS",EdvardThomsensVej,11,4.0,4,2022,2,1
222,131537,"Augustagade5,2.tv,2300KøbenhavnS",1000000.0,109300.0,2150000,62.0,34677.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1929.0,54.0,12.61054716,55.65589975,"Øresundsvej156,3mf,2300KøbenhavnS",Augustagade,5,3.0,2,2022,2,1
223,137459,"Englandsvej10,1.tv,2300KøbenhavnS",1450000.0,163400.0,4035000,93.0,43387.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1931.0,85.0,12.60613604,55.65763269,"NordreFasanvej128,sttv,2000Frederiksberg",Englandsvej,10,2.0,4,2022,2,1
224,130344,"Sorrentovej14,1.tv,2300KøbenhavnS",950000.0,137200.0,2330000,52.0,44807.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,49.0,12.62221773,55.65821176,"Sorrentovej14,1tv,2300KøbenhavnS",Sorrentovej,14,2.0,2,2022,2,1
225,112358,"IslandsBrygge38D,8.th,2300KøbenhavnS",3100000.0,499400.0,8850000,118.0,75000.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2017.0,104.0,12.5666493,55.65784111,"IslandsBrygge38D,8th,2300KøbenhavnS",IslandsBrygge,38,9.0,4,2022,2,1
226,123411,"Backersvej6,st.tv,2300KøbenhavnS",1300000.0,257800.0,3595000,79.0,45506.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,70.0,12.61799263,55.66047527,"Elbagade55,3tv,2300KøbenhavnS",Backersvej,6,1.0,3,2022,2,1
227,108905,"ØrestadsBoulevard61F,3.th,2300KøbenhavnS",1850000.0,369400.0,4000000,100.0,40000.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,91.0,12.58212756,55.63338864,"ØrestadsBoulevard61F,3th,2300KøbenhavnS",ØrestadsBoulevard,61,4.0,4,2022,2,1
228,119723,"EdvardThomsensVej5D,6.4,2300KøbenhavnS",1450000.0,271000.0,3200000,73.0,43835.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,64.0,12.57322387,55.63255788,"TeglholmensØstkaj39,3tv,2450KøbenhavnSV",EdvardThomsensVej,5,7.0,2,2022,2,1
229,103232,"Svinget5,3.tv,2300KøbenhavnS",2300000.0,229200.0,6395000,131.0,48816.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,123.0,12.59678783,55.66580833,"Svinget5,3tv,2300KøbenhavnS",Svinget,5,4.0,5,2022,2,1
230,138811,"Hyacintgården15,3.3,2300KøbenhavnS",620000.0,82200.0,1595000,38.0,41973.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1968.0,35.0,12.61198563,55.649101,"Hyacintgården15,3,-3,2300KøbenhavnS",Hyacintgården,15,4.0,1,2022,2,1
232,142888,"GimlesAllé2B,2.tv,2300KøbenhavnS",1000000.0,144300.0,2495000,66.0,37803.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1930.0,59.0,12.61125622,55.65100451,"GimlesAllé2B,3tv,2300KøbenhavnS",GimlesAllé,2,3.0,2,2022,2,1
233,101388,"UnderElmene18,4.tv,2300KøbenhavnS",1000000.0,94100.0,2799000,59.0,47440.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1918.0,52.0,12.59880452,55.66529218,"GrønløkkeAllé20,8310TranbjergJ",UnderElmene,18,5.0,2,2022,2,1
234,101318,"Hollænderdybet4,4.th,2300KøbenhavnS",1000000.0,94100.0,2850000,58.0,49137.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1918.0,50.0,12.59918115,55.66495373,"Hollænderdybet4,4th,2300KøbenhavnS",Hollænderdybet,4,5.0,2,2022,2,1
235,122926,"TychoBrahesAllé21,st.tv,2300KøbenhavnS",790000.0,62000.0,2050000,48.0,42708.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1903.0,42.0,12.61210322,55.65562336,"Stokhusgade6,st,1317KøbenhavnK",TychoBrahesAllé,21,1.0,2,2022,2,1
236,132548,"Jansvej2,2.4,2300KøbenhavnS",760000.0,105200.0,1995000,44.0,45340.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,42.0,12.61662735,55.6469108,"Rådvadsvej18,2tv,2400KøbenhavnNV",Jansvej,2,3.0,2,2022,2,1
237,110663,"RuedLanggaardsVej25,4.mf,2300KøbenhavnS",1550000.0,285000.0,3895000,76.0,51250.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,68.0,12.58863944,55.65971946,"RuedLanggaardsVej25,4mf,2300KøbenhavnS",RuedLanggaardsVej,25,5.0,2,2022,2,1
238,142833,"Gyldenlakvej33,3.tv,2300KøbenhavnS",910000.0,108400.0,2050000,57.0,35964.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1938.0,51.0,12.61301039,55.64485303,"Kingstonvej7,2300KøbenhavnS",Gyldenlakvej,33,4.0,2,2022,2,1
239,134466,"ØresundParkvej11,3.th,2300KøbenhavnS",2000000.0,281200.0,5500000,90.0,61111.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,80.0,12.62961339,55.66380228,"ØresundParkvej11,3th,2300KøbenhavnS",ØresundParkvej,11,4.0,3,2022,2,1
240,112499,"IslandsBrygge77C,st.,2300KøbenhavnS",2800000.0,425500.0,5925000,117.0,50641.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2008.0,101.0,12.56810613,55.65902618,"IslandsBrygge77C,st,2300KøbenhavnS",IslandsBrygge,77,1.0,4,2022,2,1
242,132268,"Øresundsvej46,3.th,2300KøbenhavnS",1100000.0,98500.0,2300000,58.0,39655.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1906.0,49.0,12.61332775,55.66025436,"Vesterbrogade63,2th,1620KøbenhavnV",Øresundsvej,46,4.0,2,2022,2,1
243,133663,"Serbiensgade2,1.th,2300KøbenhavnS",960000.0,60700.0,2700000,57.0,47368.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1916.0,49.0,12.61366868,55.66440021,"Serbiensgade2,1th,2300KøbenhavnS",Serbiensgade,2,2.0,2,2022,2,1
246,106805,"Vermlandsgade36,4.th,2300KøbenhavnS",3150000.0,459200.0,5350000,107.0,50000.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2013.0,96.0,12.60196927,55.66835872,"Vermlandsgade36,4th,2300KøbenhavnS",Vermlandsgade,36,5.0,3,2022,2,1
247,122895,"TychoBrahesAllé13,4.th,2300KøbenhavnS",930000.0,60200.0,2260000,50.0,45200.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1902.0,42.0,12.6114603,55.65549321,"TychoBrahesAllé13,4th,2300KøbenhavnS",TychoBrahesAllé,13,5.0,2,2022,2,1
248,143796,"Brigadevej20A,3.tv,2300KøbenhavnS",670000.0,66300.0,1975000,40.0,49375.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1924.0,33.0,12.5999654,55.66277435,"Brigadevej20A,3tv,2300KøbenhavnS",Brigadevej,20,4.0,2,2022,2,1
249,135113,"Sorrentovej12,2.mf,2300KøbenhavnS",520000.0,54200.0,1360000,28.0,48571.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,25.0,12.62173504,55.65832241,"Borgevej43B,2800KongensLyngby",Sorrentovej,12,3.0,1,2022,2,1
250,104586,"VedAmagerport8,st.tv,2300KøbenhavnS",1100000.0,121800.0,3140000,69.0,45507.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1915.0,61.0,12.59613095,55.66768793,"Toftegærdet11C,2800KongensLyngby",VedAmagerport,8,1.0,2,2022,2,1
251,134287,"Bremensgade27,2.mf,2300KøbenhavnS",940000.0,103400.0,2710000,56.0,48392.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,52.0,12.6176427,55.66595946,"Bremensgade27,2mf,2300KøbenhavnS",Bremensgade,27,3.0,2,2022,2,1
252,132500,"Gerbrandsvej20,2.4,2300KøbenhavnS",760000.0,101200.0,1850000,44.0,42045.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1938.0,42.0,12.61762072,55.64707329,"Gerbrandsvej20,2,-4,2300KøbenhavnS",Gerbrandsvej,20,3.0,2,2022,2,1
253,124595,"Lombardigade15,st.th,2300KøbenhavnS",1250000.0,126700.0,3135000,80.0,39187.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1904.0,72.0,12.61304328,55.65423948,"Bremensgade45,4th,2300KøbenhavnS",Lombardigade,15,1.0,3,2022,2,1
254,140730,"Birketinget16,3.2,2300KøbenhavnS",1700000.0,349700.0,3872500,109.0,17763.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1973.0,63.0,12.59702368,55.65676483,"Birketinget16,3,-2,2300KøbenhavnS",Birketinget,16,4.0,3,2022,2,1
256,140530,"RobertJacobsensVej66,6.4,2300KøbenhavnS",1200000.0,249400.0,2870000,60.0,47833.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,48.0,12.57223527,55.61811425,"ConstantinHansensG43,sttv,1799KøbenhavnV",RobertJacobsensVej,66,7.0,2,2022,2,1
257,136672,"Florensvej11,st.th,2300KøbenhavnS",1050000.0,177900.0,2700000,66.0,40909.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,63.0,12.62142953,55.65762242,"Florensvej11,stth,2300KøbenhavnS",Florensvej,11,1.0,3,2022,2,1
258,103587,"Snorresgade2,st.tv,2300KøbenhavnS",1900000.0,125800.0,4900000,87.0,56321.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1913.0,80.0,12.57607611,55.66584496,"Snorresgade2,sttv,2300KøbenhavnS",Snorresgade,2,1.0,4,2022,2,1
259,135788,"SundbyParkvej11,2.th,2300KøbenhavnS",1950000.0,336900.0,5095000,90.0,56611.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,77.0,12.62911068,55.66272553,"SundbyParkvej11,2th,2300KøbenhavnS",SundbyParkvej,11,3.0,3,2022,2,1
260,424418,"Strandlodsvej25K,3.th,2300KøbenhavnS",2700000.0,389400.0,6850000,118.0,58050.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2016.0,108.0,12.62429976,55.66564243,"Strandlodsvej25K,3th,2300KøbenhavnS",Strandlodsvej,25,4.0,4,2022,2,1
261,140226,"Østerdalsgade3B,st.tv,2300KøbenhavnS",900000.0,116900.0,2650000,64.0,41406.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,59.0,12.60272073,55.65510918,"Storkevej38,3650Ølstykke",Østerdalsgade,3,1.0,2,2022,2,1
263,140670,"Birketinget12,2.2,2300KøbenhavnS",1050000.0,229100.0,2525000,70.0,36071.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1973.0,65.0,12.59689377,55.65642731,"Birketinget12,2,-2,2300KøbenhavnS",Birketinget,12,3.0,2,2022,2,1
264,140537,"RobertJacobsensVej66,8.p4,2300KøbenhavnS",2700000.0,633900.0,5925000,134.0,44216.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,122.0,12.57223527,55.61811425,"None,2300KøbenhavnS",RobertJacobsensVej,66,9.0,4,2022,2,1
265,409636,"Hveensvej4,st.,2300KøbenhavnS",1600000.0,172500.0,4070000,98.0,41530.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2012.0,78.0,12.60984969,55.6562271,"Hveensvej4,st,2300KøbenhavnS",Hveensvej,4,1.0,3,2022,2,1
266,131588,"Caprivej10,3.tv,2300KøbenhavnS",900000.0,75900.0,2370000,52.0,45576.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1937.0,48.0,12.62200283,55.66072165,"Caprivej10,3tv,2300KøbenhavnS",Caprivej,10,4.0,2,2022,2,1
267,124227,"Lombardigade5,3.th,2300KøbenhavnS",1550000.0,136400.0,4375000,89.0,49157.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1903.0,82.0,12.61181396,55.65399328,"Lombardigade5,3th,2300KøbenhavnS",Lombardigade,5,4.0,4,2022,2,1
268,136880,"Øresundsvej132G,st.2,2300KøbenhavnS",1150000.0,215000.0,3400000,76.0,44736.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1934.0,69.0,12.62615177,55.66054684,"GlKoldingLandevej67A,7100Vejle",Øresundsvej,132,1.0,2,2022,2,1
269,108832,"C.F.MøllersAllé2C,6.th,2300KøbenhavnS",1950000.0,204600.0,4200000,94.0,44680.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2012.0,83.0,12.57524688,55.63542859,"Fælleddiget15,2300KøbenhavnS",C.F.MøllersAllé,2,7.0,3,2022,2,1
270,126428,"Lyneborggade6,st.tv,2300KøbenhavnS",680000.0,37200.0,1635000,36.0,45416.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1902.0,30.0,12.60932449,55.66520923,"Lyneborggade6,sttv,2300KøbenhavnS",Lyneborggade,6,1.0,1,2022,2,1
271,139777,"PederLykkesVej54,st.4,2300KøbenhavnS",870000.0,132300.0,3950000,97.0,40721.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,153.0,12.60251615,55.65417104,"Rosenhaven218,2980Kokkedal",PederLykkesVej,54,1.0,4,2022,2,1
272,134724,"Sorrentovej4,st.tv,2300KøbenhavnS",850000.0,106200.0,2050000,51.0,40196.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,48.0,12.62079241,55.6585694,"Solsortevej3,2970Hørsholm",Sorrentovej,4,1.0,2,2022,2,1
273,118371,"EdvardThomsensVej15,4.tv,2300KøbenhavnS",2050000.0,458700.0,4175000,100.0,41750.0,2022-02-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,95.0,12.5734997,55.63313421,"EdvardThomsensVej15,4tv,2300KøbenhavnS",EdvardThomsensVej,15,5.0,3,2022,2,1
